"mesocosm";"depth";"date";"temperature";"oxygen";"pH";"turbidity";"chlorophyll"
10;150;"07/27/2015";21.556;15.88;10.29;3.31;31.61
10;50;"07/27/2015";0.02163;15.72;10.29;3.29;11.28
10;100;"07/27/2015";21.556;15.86;10.29;3.29;21.41
11;150;"07/27/2015";21.486;14.48;9.99;3.44;44.01
11;50;"07/27/2015";21.771;13.98;9.94;3.37;17.93
11;100;"07/27/2015";21.681;14.31;9.97;3.29;33.24
12;150;"07/27/2015";21.446;17.22;10.57;4.82;128
12;50;"07/27/2015";21.654;16.22;10.46;3.25;16.48
12;100;"07/27/2015";21.617;16.28;10.47;3.38;20.75
13;150;"07/27/2015";21.505;14.13;9.89;2.48;22.65
13;50;"07/27/2015";21.678;14.3;9.92;2.32;6.26
13;100;"07/27/2015";21.623;14.28;9.91;2.42;14.52
14;150;"07/27/2015";21.511;13.27;9.74;2.61;24.59
14;50;"07/27/2015";21.761;13.11;9.72;2.32;11.36
14;100;"07/27/2015";21.749;13.12;9.71;2.33;19.96
15;150;"07/27/2015";21.515;16.24;10.28;6.14;40.23
15;50;"07/27/2015";21.673;15.84;10.24;3.16;18.91
15;100;"07/27/2015";21.637;15.89;10.23;3.1;26.93
16;150;"07/27/2015";21.466;14.19;10.08;6.62;67.39
16;50;"07/27/2015";21.527;14.01;10.07;2.86;11.41
16;100;"07/27/2015";21.502;14.07;10.07;3.12;25.19
17;150;"07/27/2015";21.444;12.99;9.67;2.08;17.11
17;50;"07/27/2015";0.02155;12.99;9.68;2.11;10.79
17;100;"07/27/2015";21.557;12.92;9.67;2.08;10.36
18;150;"07/27/2015";21.427;15.87;10.26;3.72;46.15
18;50;"07/27/2015";21.525;15.12;10.18;3.09;16.11
18;100;"07/27/2015";21.512;15.38;10.18;3.04;27.34
19;150;"07/27/2015";21.483;16.46;10.53;3.7;33.07
19;50;"07/27/2015";21.502;16.36;10.52;3.01;19.63
19;100;"07/27/2015";0.02148;16.49;10.54;3.28;40.3
1;150;"07/27/2015";21.393;13.54;9.85;4.74;50.73
1;50;"07/27/2015";21.451;12.82;9.75;1.94;13.03
1;100;"07/27/2015";21.436;12.91;9.75;1.91;15.75
20;150;"07/27/2015";21.397;14.28;10;3.11;45.3
20;50;"07/27/2015";21.618;14.06;9.95;2.8;19.1
20;100;"07/27/2015";21.533;14.07;9.95;2.89;26.9
21;150;"07/27/2015";21.438;15.7;10.31;2.72;33.37
21;50;"07/27/2015";0.02153;15.35;10.29;2.5;16.94
21;100;"07/27/2015";0.02151;15.54;10.3;2.48;31.73
22;150;"07/28/2015";NA;12.93;10.06;1.83;NA
22;50;"07/28/2015";NA;13.05;10.06;1.97;NA
22;100;"07/28/2015";NA;12.98;10.06;1.97;NA
23;150;"07/28/2015";NA;12.99;9.67;2.12;NA
23;50;"07/28/2015";NA;9.42;8.38;28.86;NA
23;100;"07/28/2015";NA;13.11;9.66;2.14;NA
24;150;"07/27/2015";21.451;13.76;10.33;4.43;92.48
24;50;"07/27/2015";21.523;12.39;10.18;2.14;8.65
24;100;"07/27/2015";21.506;12.33;10.18;2.14;16.42
25;150;"07/28/2015";NA;15.31;10.21;2.73;NA
25;50;"07/28/2015";NA;15.58;10.21;2.73;NA
25;100;"07/28/2015";NA;15.37;10.21;2.65;NA
26;150;"07/28/2015";NA;12.61;9.66;1.98;NA
26;50;"07/28/2015";NA;13.04;9.67;2.05;NA
26;100;"07/28/2015";NA;12.73;9.66;1.97;NA
27;150;"07/28/2015";NA;14.82;10.03;2.22;NA
27;50;"07/28/2015";NA;14.75;10;3.8;NA
27;100;"07/28/2015";NA;14.84;10.04;2.43;NA
28;150;"07/28/2015";NA;13.91;10.08;1.72;NA
28;50;"07/28/2015";NA;12.89;10.27;3.99;NA
28;100;"07/28/2015";NA;13.93;10.08;1.7;NA
29;150;"07/28/2015";NA;14.83;10;3.54;NA
29;50;"07/28/2015";NA;9.2;8.66;28.24;NA
29;100;"07/28/2015";NA;14.94;10;3.7;NA
2;150;"07/27/2015";21.391;12.98;9.6;1.96;15.52
2;50;"07/27/2015";21.509;13.11;9.45;1.84;9.32
2;100;"07/27/2015";21.493;13.11;9.63;1.85;9.1
30;150;"07/28/2015";NA;15;10.09;2.43;NA
30;50;"07/28/2015";NA;12.48;10.07;4.15;NA
30;100;"07/28/2015";NA;14.98;10.09;2.5;NA
31;150;"07/28/2015";NA;12.84;10.26;2.52;NA
31;50;"07/28/2015";NA;13.36;10.23;2.24;NA
31;100;"07/28/2015";NA;12.86;10.25;2.28;NA
32;150;"07/28/2015";NA;15.17;9.99;3.29;NA
32;50;"07/28/2015";NA;15.34;10;3.23;NA
32;100;"07/28/2015";NA;15.2;10;3.49;NA
33;150;"07/28/2015";NA;13.52;9.87;1.88;NA
33;50;"07/28/2015";NA;13.64;9.86;1.94;NA
33;100;"07/28/2015";NA;13.55;9.85;1.82;NA
34;150;"07/28/2015";NA;15.34;10.34;2.61;NA
34;50;"07/28/2015";NA;9.35;8.83;11.93;NA
34;100;"07/28/2015";NA;15.38;10.31;2.59;NA
35;150;"07/28/2015";NA;14.71;9.63;3.3;NA
35;50;"07/28/2015";NA;14.77;9.6;3.45;NA
35;100;"07/28/2015";NA;14.75;9.61;3.42;NA
36;150;"07/28/2015";NA;11.53;10.05;2.21;NA
36;50;"07/28/2015";NA;14.71;9.66;4.89;NA
36;100;"07/28/2015";NA;11.57;10.01;2.23;NA
3;150;"07/27/2015";21.383;14.95;10.04;3.27;31.98
3;50;"07/27/2015";21.487;14.03;9.97;2.42;15.77
3;100;"07/27/2015";21.471;14.08;9.95;2.45;20.02
4;150;"07/27/2015";21.431;15.8;10.37;3.96;70.58
4;50;"07/27/2015";0.02158;15.13;10.31;2.74;16.79
4;100;"07/27/2015";21.532;15.33;10.31;2.76;15.25
5;150;"07/27/2015";0.02151;13.19;9.81;2.2;15.69
5;50;"07/27/2015";21.689;12.72;9.79;2.13;7.56
5;100;"07/27/2015";21.685;13.04;9.8;2.19;19.53
6;150;"07/27/2015";21.388;16.02;10.25;3.68;50.96
6;50;"07/27/2015";21.593;15.17;10.14;2.94;12.33
6;100;"07/27/2015";21.567;15.14;10.14;2.94;21.39
7;150;"07/27/2015";21.401;15.64;10.11;4.49;49.14
7;50;"07/27/2015";21.642;15.56;10.09;3.26;15.1
7;100;"07/27/2015";21.608;15.58;10.08;3.3;24.42
8;150;"07/27/2015";21.482;14.57;9.87;3.32;30.49
8;50;"07/27/2015";21.777;13.88;9.82;2.86;13
8;100;"07/27/2015";21.744;14.53;9.87;2.96;18.15
9;150;"07/27/2015";21.469;16.38;10.43;4.49;68.78
9;50;"07/27/2015";21.614;15.61;10.35;2.77;16.27
9;100;"07/27/2015";21.556;15.65;10.35;2.83;19.6
10;150;"08/10/2015";23.316;12.9;10.14;2.27;33.6
10;50;"08/10/2015";23.993;12.66;10.1;2.05;16.5
10;100;"08/10/2015";23.58;12.83;10.13;2.12;27.76
11;150;"08/10/2015";23.361;13.38;9.98;2.66;53.69
11;50;"08/10/2015";24.191;13.06;9.94;2.59;25.43
11;100;"08/10/2015";23.583;13.35;9.97;2.7;36.25
12;150;"08/10/2015";23.378;12.53;10.18;2.66;33.62
12;50;"08/10/2015";23.879;11.95;10.16;2.44;10.63
12;100;"08/10/2015";23.516;12.39;10.17;2.56;18.56
13;150;"08/10/2015";23.379;11.51;9.75;1.45;24.48
13;50;"08/10/2015";23.743;11.53;9.74;1.39;15.02
13;100;"08/10/2015";23.466;11.52;9.75;1.43;17.34
14;150;"08/10/2015";23.318;11.54;9.59;2.38;55.41
14;50;"08/10/2015";24.092;11.66;9.58;2.34;30.42
14;100;"08/10/2015";23.557;11.63;9.59;2.32;40.97
15;150;"08/10/2015";23.41;13.73;10.17;2.12;41.84
15;50;"08/10/2015";23.854;13.13;10.13;2.02;21.27
15;100;"08/10/2015";23.474;13.71;10.16;2.07;34.02
16;150;"08/10/2015";23.285;11.03;9.82;1.42;25.38
16;50;"08/10/2015";23.863;11.39;9.83;1.38;18.42
16;100;"08/10/2015";23.573;11.23;9.84;1.36;15.6
17;150;"08/10/2015";23.279;12.88;9.81;2.26;51.51
17;50;"08/10/2015";24.112;12.93;9.79;2.11;31.78
17;100;"08/10/2015";23.459;12.97;9.82;2.2;31.07
18;150;"08/10/2015";23.341;15.05;10.34;2.8;69.09
18;50;"08/10/2015";23.684;14.45;10.3;2.63;40.17
18;100;"08/10/2015";23.411;15.06;10.35;2.77;55.93
19;150;"08/10/2015";23.283;12.43;10.16;2.72;53.51
19;50;"08/10/2015";23.756;12.52;10.16;2.83;30.51
19;100;"08/10/2015";23.519;12.48;10.16;2.69;30.32
1;150;"08/10/2015";23.401;11.93;10.15;2.2;41.6
1;50;"08/10/2015";24.058;11.63;10.09;2.07;18.9
1;100;"08/10/2015";23.621;11.68;10.11;2.07;29.82
20;150;"08/10/2015";23.301;12.3;9.85;2.52;45.28
20;50;"08/10/2015";23.904;12.18;9.82;2.18;23.18
20;100;"08/10/2015";23.434;12.27;9.84;2.47;35.34
21;150;"08/10/2015";23.256;13.8;10.26;3.73;55.59
21;50;"08/10/2015";23.965;12.95;10.2;3.49;31.85
21;100;"08/10/2015";23.41;13.62;10.24;3.63;47.77
22;150;"08/10/2015";23.3;11.64;10;1.81;31.13
22;50;"08/10/2015";23.89;11.53;9.98;1.9;20.86
22;100;"08/10/2015";23.505;11.52;9.99;1.8;22.54
23;150;"08/10/2015";23.348;10.8;9.53;1.72;30.29
23;50;"08/10/2015";23.764;11.01;9.56;1.76;24.32
23;100;"08/10/2015";23.486;11;9.55;1.79;21.55
24;150;"08/10/2015";23.305;10.67;9.89;1.92;31.69
24;50;"08/10/2015";23.902;10.3;9.83;1.76;19.79
24;100;"08/10/2015";23.483;10.49;9.86;1.89;26.29
25;150;"08/10/2015";23.285;12.57;10.1;2.09;33.78
25;50;"08/10/2015";23.642;12.39;10.08;2.07;24.13
25;100;"08/10/2015";23.376;12.58;10.1;2.06;22.59
26;150;"08/10/2015";23.318;11.26;9.57;1.71;37.29
26;50;"08/10/2015";23.723;11.67;9.62;1.7;30.43
26;100;"08/10/2015";23.469;11.54;9.61;1.74;21.16
27;150;"08/10/2015";23.292;13.27;10.06;2.32;41.8
27;50;"08/10/2015";23.67;13.15;10.06;2.19;28.61
27;100;"08/10/2015";23.383;13.28;10.06;2.26;35.16
28;150;"08/10/2015";23.251;10.87;9.74;1.9;33.74
28;50;"08/10/2015";23.921;11.1;9.74;1.83;19.55
28;100;"08/10/2015";23.42;10.95;9.74;1.79;35.6
29;150;"08/10/2015";23.264;13.06;9.99;2.47;47.04
29;50;"08/10/2015";23.853;13;9.97;2.28;42.4
29;100;"08/10/2015";23.544;13.11;9.98;2.3;37.84
2;150;"08/10/2015";23.348;11.6;9.74;1.39;17.93
2;50;"08/10/2015";23.857;11.55;9.72;1.22;8.55
2;100;"08/10/2015";23.483;11.6;9.74;1.33;12.97
30;150;"08/10/2015";23.306;12.65;9.96;1.96;31.14
30;50;"08/10/2015";23.628;12.24;9.94;1.87;12.87
30;100;"08/10/2015";23.391;12.61;9.96;1.93;27.96
31;150;"08/10/2015";23.255;9.99;9.81;1.78;26.23
31;50;"08/10/2015";23.943;10.42;9.8;1.84;21.58
31;100;"08/10/2015";23.395;10.06;9.82;1.73;20.71
32;150;"08/10/2015";23.279;13.29;9.89;2.53;48.25
32;50;"08/10/2015";23.747;13.39;9.93;2.43;32.67
32;100;"08/10/2015";23.421;13.53;9.93;2.47;41.43
33;150;"08/10/2015";23.26;11.19;9.64;1.31;18.08
33;50;"08/10/2015";23.696;11.09;9.65;1.21;13.34
33;100;"08/10/2015";23.35;11.2;9.65;1.19;15.26
34;150;"08/10/2015";23.257;12.81;10.11;2.97;44.12
34;50;"08/10/2015";23.713;12.74;10.08;2.79;31.14
34;100;"08/10/2015";23.379;12.8;10.11;2.87;41.14
35;150;"08/10/2015";23.254;14.25;10.08;3.16;55.66
35;50;"08/10/2015";23.769;14.02;9.96;3.03;46.75
35;100;"08/10/2015";23.424;14.31;10.03;3.16;47.3
36;150;"08/10/2015";23.228;10.62;9.68;1.98;27.86
36;50;"08/10/2015";23.578;10.37;9.55;1.97;22.72
36;100;"08/10/2015";23.338;10.51;9.61;2;21.56
3;150;"08/10/2015";23.407;11.35;9.92;2.15;36.31
3;50;"08/10/2015";23.905;10.97;9.88;1.83;14.27
3;100;"08/10/2015";23.524;11.24;9.9;2.12;23.41
4;150;"08/10/2015";23.382;12.13;10.18;2.46;39.59
4;50;"08/10/2015";24.063;11.87;10.13;2.1;15.06
4;100;"08/10/2015";23.787;11.89;10.15;2.08;22.83
5;150;"08/10/2015";23.346;12.16;9.78;2.28;45.29
5;50;"08/10/2015";24.093;12.25;9.77;2.29;24.09
5;100;"08/10/2015";23.633;12.29;9.78;2.25;36.64
6;150;"08/10/2015";23.373;13.66;10.22;3;49.71
6;50;"08/10/2015";24.251;12.99;10.17;2.41;27.68
6;100;"08/10/2015";23.635;13.34;10.19;2.63;36.47
7;150;"08/10/2015";23.375;13.03;10.04;2.13;44.55
7;50;"08/10/2015";23.744;13.22;10.03;1.9;16.5
7;100;"08/10/2015";23.525;13.06;10.04;1.99;31.62
8;150;"08/10/2015";23.381;14.73;10.09;2.38;51.81
8;50;"08/10/2015";23.929;14.82;10.11;2.36;29.4
8;100;"08/10/2015";23.556;14.86;10.12;2.34;41
9;150;"08/10/2015";23.364;12.7;10.16;2.83;61.41
9;50;"08/10/2015";24.002;12.21;10.11;2.44;31.47
9;100;"08/10/2015";23.486;12.63;10.15;2.77;46.14
10;150;"08/18/2015";22.522;12.87;10.15;2.87;72.78
10;50;"08/18/2015";23.004;12.6;10.14;2.56;34.55
10;100;"08/18/2015";22.663;12.91;10.16;2.65;46.69
11;150;"08/18/2015";22.515;13.88;10.07;3.32;70.09
11;50;"08/18/2015";22.953;13.85;10.08;3.12;61.19
11;100;"08/18/2015";22.668;14.09;10.09;3.24;72.68
12;150;"08/18/2015";22.53;11.25;9.93;1.82;31.62
12;50;"08/18/2015";22.81;11.54;9.93;1.65;21.77
12;100;"08/18/2015";22.624;11.36;9.93;1.77;27.96
13;150;"08/18/2015";22.533;11.47;9.77;1.8;29.18
13;50;"08/18/2015";22.849;11.39;9.76;1.68;14.8
13;100;"08/18/2015";22.647;11.46;9.77;1.72;18.3
14;150;"08/18/2015";22.542;10.57;9.44;2.43;44.89
14;50;"08/18/2015";22.92;10.59;9.43;2.32;25.2
14;100;"08/18/2015";22.672;10.59;9.44;2.37;37.47
15;150;"08/18/2015";22.58;13.2;10.17;2.5;55.85
15;50;"08/18/2015";22.782;13.13;10.17;2.27;34.58
15;100;"08/18/2015";22.627;13.17;10.17;2.35;40.33
16;150;"08/18/2015";22.519;11.38;9.84;1.58;31.84
16;50;"08/18/2015";22.77;11.47;9.84;1.66;32.43
16;100;"08/18/2015";22.644;11.5;9.86;1.59;31.16
17;150;"08/18/2015";22.505;13.16;9.89;2.88;69.02
17;50;"08/18/2015";22.941;13.04;9.88;2.69;55.45
17;100;"08/18/2015";22.644;13.22;9.9;2.76;61.83
18;150;"08/18/2015";22.558;14.14;10.34;3.26;55.42
18;50;"08/18/2015";22.813;14.05;10.34;3.1;56.99
18;100;"08/18/2015";22.626;14.12;10.34;3.1;59.91
19;150;"08/18/2015";22.518;13.51;10.28;2.7;72.44
19;50;"08/18/2015";22.806;13.49;10.3;2.5;56.66
19;100;"08/18/2015";22.636;13.61;10.3;2.52;65.21
1;150;"08/18/2015";22.502;12.85;9.69;3.19;57.88
1;50;"08/18/2015";22.816;11.55;8.4;2.95;36.63
1;100;"08/18/2015";22.62;12.86;9.64;3.21;55.11
20;150;"08/18/2015";22.515;12.49;9.9;3.18;62.04
20;50;"08/18/2015";22.908;12.5;9.89;2.72;45.54
20;100;"08/18/2015";22.649;12.57;9.91;2.74;52.81
21;150;"08/18/2015";22.515;12.68;10.19;3.14;63.36
21;50;"08/18/2015";22.877;12.42;10.15;2.71;52.26
21;100;"08/18/2015";22.637;12.67;10.19;3.12;58.69
22;150;"08/18/2015";22.531;12.46;10.13;1.98;41.01
22;50;"08/18/2015";22.908;12.32;10.14;2.04;39.06
22;100;"08/18/2015";22.704;12.45;10.14;2.01;35.39
23;150;"08/18/2015";22.561;10.68;9.5;1.66;26.78
23;50;"08/18/2015";22.816;10.91;9.53;1.68;16.39
23;100;"08/18/2015";22.697;10.83;9.52;1.68;17.7
24;150;"08/18/2015";22.573;12.52;10.01;2.59;62.54
24;50;"08/18/2015";22.916;12.3;9.97;2.38;38.86
24;100;"08/18/2015";22.696;12.54;10.01;2.51;54.01
25;150;"08/18/2015";22.535;11.97;10.05;2.71;48.56
25;50;"08/18/2015";22.858;11.98;10.05;2.21;29.51
25;100;"08/18/2015";22.663;12.03;10.06;2.18;34.96
26;150;"08/18/2015";22.553;10.12;9.47;1.19;17.09
26;50;"08/18/2015";22.79;10.49;9.5;1.3;14.82
26;100;"08/18/2015";22.667;10.32;9.49;1.18;14.24
27;150;"08/18/2015";22.582;12.39;10.05;2.22;32.26
27;50;"08/18/2015";22.832;12.28;10.04;2.07;21.92
27;100;"08/18/2015";22.689;12.38;10.05;2.17;28.22
28;150;"08/18/2015";22.531;10.48;9.69;1.46;31.69
28;50;"08/18/2015";22.84;10.74;9.7;1.43;25.95
28;100;"08/18/2015";22.626;10.59;9.7;1.38;26.15
29;150;"08/18/2015";22.527;14.39;10.28;3.08;76.09
29;50;"08/18/2015";23.015;14.13;10.27;2.88;62.38
29;100;"08/18/2015";22.698;14.48;10.29;2.89;59.07
2;150;"08/18/2015";22.509;11.37;9.6;2.06;33.34
2;50;"08/18/2015";22.676;11.44;9.52;1.91;20.46
2;100;"08/18/2015";22.615;11.41;9.52;2;26.02
30;150;"08/18/2015";22.554;12.48;10.05;2.03;40.3
30;50;"08/18/2015";22.838;12.62;10.06;1.92;35.19
30;100;"08/18/2015";22.644;12.59;10.06;1.9;35.4
31;150;"08/18/2015";22.549;11.47;9.97;2.6;76.41
31;50;"08/18/2015";22.994;11.33;9.94;2.36;50.49
31;100;"08/18/2015";22.743;11.56;9.98;2.76;59.94
32;150;"08/18/2015";22.594;13.28;10.07;2.37;52.56
32;50;"08/18/2015";22.804;13.41;10.1;1.97;46.96
32;100;"08/18/2015";22.659;13.45;10.1;2.14;46.86
33;150;"08/18/2015";22.573;11.93;9.85;1.6;36.05
33;50;"08/18/2015";22.772;12.19;9.88;1.68;32.15
33;100;"08/18/2015";22.663;12.06;9.87;1.64;35.54
34;150;"08/18/2015";22.551;12.75;10.24;3.07;59.77
34;50;"08/18/2015";23.026;12.51;10.22;2.47;42.33
34;100;"08/18/2015";22.723;12.74;10.24;2.77;50.27
35;150;"08/18/2015";22.539;14.38;10.34;4.26;75.48
35;50;"08/18/2015";23.016;14;10.29;3.4;54.07
35;100;"08/18/2015";22.67;14.42;10.33;3.88;69.38
36;150;"08/18/2015";22.573;11.76;9.99;2.67;48.86
36;50;"08/18/2015";22.891;11.8;9.97;2.46;49.43
36;100;"08/18/2015";22.71;11.77;9.99;2.59;44.57
3;150;"08/18/2015";22.513;10.68;9.7;1.68;27.99
3;50;"08/18/2015";22.637;10.86;9.67;1.68;18.08
3;100;"08/18/2015";22.551;10.74;9.65;1.64;23.28
4;150;"08/18/2015";22.503;11.37;9.97;2.71;43.56
4;50;"08/18/2015";22.866;11.18;9.91;2.39;31.51
4;100;"08/18/2015";22.667;11.36;9.96;2.53;38.69
5;150;"08/18/2015";22.513;10.44;9.5;1.87;23.78
5;50;"08/18/2015";22.851;10.54;9.51;1.72;14.89
5;100;"08/18/2015";22.657;10.49;9.48;1.77;17.91
6;150;"08/18/2015";22.496;13.87;10.24;3.08;54.53
6;50;"08/18/2015";22.835;13.4;10.22;2.66;28.9
6;100;"08/18/2015";22.614;13.89;10.25;2.87;50.15
7;150;"08/18/2015";22.546;11.65;9.87;2.27;43.75
7;50;"08/18/2015";22.822;11.57;9.85;1.94;28.41
7;100;"08/18/2015";22.646;11.66;9.86;2.03;33.46
8;150;"08/18/2015";22.565;13.07;9.99;2.03;39.33
8;50;"08/18/2015";22.891;13.11;9.99;1.82;28.29
8;100;"08/18/2015";22.667;13.19;10;1.85;28.94
9;150;"08/18/2015";22.55;13.08;10.18;2.96;45.28
9;50;"08/18/2015";22.867;12.99;10.17;2.91;44.78
9;100;"08/18/2015";22.661;13.08;10.18;2.84;47.34
10;150;"08/26/2015";20.535;13.5;9.92;3.46;58.37
10;50;"08/26/2015";20.585;13.48;9.85;3.39;37.57
10;100;"08/26/2015";20.562;13.54;9.9;3.5;54.21
11;150;"08/26/2015";20.671;13.57;10.05;3.4;79.13
11;50;"08/26/2015";20.716;13.25;10.05;3.44;55.06
11;100;"08/26/2015";20.702;13.63;10.06;3.42;71.03
12;150;"08/26/2015";20.583;11.7;9.91;2.56;41.77
12;50;"08/26/2015";20.654;12.09;9.95;2.39;23.83
12;100;"08/26/2015";20.633;12.07;9.95;2.4;39.67
13;150;"08/26/2015";20.588;11.15;9.61;2.41;32.94
13;50;"08/26/2015";20.651;11.33;9.46;2.44;14.18
13;100;"08/26/2015";20.64;11.23;9.56;2.41;20.19
14;150;"08/26/2015";20.636;9.53;9.1;1.86;22.39
14;50;"08/26/2015";20.681;9.68;9.25;1.91;13.65
14;100;"08/26/2015";20.672;9.65;9.18;1.93;18.76
15;150;"08/26/2015";20.607;12.72;10.1;2.81;42.1
15;50;"08/26/2015";20.671;12.76;10.12;2.81;22.32
15;100;"08/26/2015";20.646;12.76;10.1;2.75;36.62
16;150;"08/26/2015";20.516;12.51;9.92;2.66;42.67
16;50;"08/26/2015";20.555;12.46;9.95;2.67;14.9
16;100;"08/26/2015";20.543;12.51;9.94;2.58;33.95
17;150;"08/26/2015";20.512;12.61;9.8;2.9;56.4
17;50;"08/26/2015";20.567;12.64;9.82;2.88;20
17;100;"08/26/2015";20.527;12.65;9.8;2.93;48.97
18;150;"08/26/2015";20.516;13.36;10.28;3.82;61.35
18;50;"08/26/2015";20.589;13.52;10.33;3.64;39.93
18;100;"08/26/2015";20.567;13.56;10.32;3.65;49.92
19;150;"08/26/2015";20.492;12.8;10.21;3.17;68.64
19;50;"08/26/2015";20.539;12.79;10.23;3.27;63.87
19;100;"08/26/2015";20.518;12.85;10.21;3.21;62.55
1;150;"08/25/2015";20.731;13.93;10.21;4.32;78.1
1;50;"08/25/2015";21.078;13.81;10;3.59;66.5
1;100;"08/25/2015";20.914;14.13;10.11;3.65;64.03
20;150;"08/26/2015";20.497;11.93;9.77;3.1;58.16
20;50;"08/26/2015";20.541;12.02;9.78;3.15;47.38
20;100;"08/26/2015";20.509;11.97;9.78;3.03;53.21
21;150;"08/26/2015";20.443;12.43;10.13;3.89;67.16
21;50;"08/26/2015";20.484;12.46;10.14;3.72;51.32
21;100;"08/26/2015";20.461;12.47;10.13;3.72;61.64
22;150;"08/26/2015";20.491;12.55;10.06;3.21;87.91
22;50;"08/26/2015";20.634;12.62;10.08;3.36;35.82
22;100;"08/26/2015";20.551;12.67;10.08;3.26;58.51
23;150;"08/26/2015";20.684;10.89;9.41;2.28;35.53
23;50;"08/26/2015";20.811;11.19;9.45;2.27;11.32
23;100;"08/26/2015";20.724;10.96;9.41;2.21;27.45
24;150;"08/26/2015";20.53;14.11;10.11;3.85;73.02
24;50;"08/26/2015";20.614;14.07;10.16;3.79;55.89
24;100;"08/26/2015";20.576;14.21;10.13;3.82;72.93
25;150;"08/26/2015";20.537;12.71;10.08;3.14;64.67
25;50;"08/26/2015";20.673;12.43;10.07;3.2;26.26
25;100;"08/26/2015";20.621;12.81;10.09;3.23;46.1
26;150;"08/26/2015";20.72;10.6;9.43;1.8;24.92
26;50;"08/26/2015";20.848;10.91;9.46;1.9;14.1
26;100;"08/26/2015";20.796;10.75;9.46;1.87;21.11
27;150;"08/26/2015";20.612;12.25;9.94;3.3;56.36
27;50;"08/26/2015";20.737;12.37;9.96;3.09;35.56
27;100;"08/26/2015";20.706;12.33;9.96;3.13;41.6
28;150;"08/26/2015";20.531;11.89;9.75;2.78;60.44
28;50;"08/26/2015";20.624;11.7;9.76;2.68;42.01
28;100;"08/26/2015";20.568;11.97;9.75;2.72;50.39
29;150;"08/26/2015";20.644;13.68;10.2;2.94;62.87
29;50;"08/26/2015";20.771;13.54;10.2;2.95;57.28
29;100;"08/26/2015";20.676;13.75;10.21;2.96;64.47
2;150;"08/25/2015";20.908;11.74;9.63;2.83;39.01
2;50;"08/25/2015";21.081;11.89;9.62;2.54;26.06
2;100;"08/25/2015";21.017;11.8;9.62;2.58;36.23
30;150;"08/26/2015";20.58;14.13;10.2;3.64;76.23
30;50;"08/26/2015";20.667;14.49;10.26;3.28;50.44
30;100;"08/26/2015";20.641;14.53;10.24;3.2;63.52
31;150;"08/26/2015";20.468;10.48;9.73;2.08;31.73
31;50;"08/26/2015";20.595;10.52;9.75;2.45;22.33
31;100;"08/26/2015";20.525;10.55;9.74;2.28;32.58
32;150;"08/26/2015";20.646;13.3;10.05;2.64;61.41
32;50;"08/26/2015";20.817;13.24;10.07;2.55;21.47
32;100;"08/26/2015";20.747;13.58;10.08;2.47;50.04
33;150;"08/26/2015";20.609;12.79;9.93;2.48;39.55
33;50;"08/26/2015";20.73;12.9;9.95;2.46;16.29
33;100;"08/26/2015";20.661;12.86;9.94;2.36;31.27
34;150;"08/26/2015";20.469;12.87;10.26;3.73;63.55
34;50;"08/26/2015";20.662;12.73;10.25;3.97;23.85
34;100;"08/26/2015";20.509;12.9;10.26;3.82;61.41
35;150;"08/26/2015";20.486;13.34;10.28;3.51;70.91
35;50;"08/26/2015";20.682;13.36;10.29;3.47;25.55
35;100;"08/26/2015";20.579;13.42;10.29;3.28;41.36
36;150;"08/26/2015";20.464;12.6;10.05;3.42;50.65
36;50;"08/26/2015";20.617;12.65;10.05;3.4;20.07
36;100;"08/26/2015";20.541;12.62;10.06;3.52;33.55
3;150;"08/25/2015";20.903;12.85;9.93;2.68;45.68
3;50;"08/25/2015";21.034;12.68;9.92;2.66;34.91
3;100;"08/25/2015";20.999;12.82;9.93;2.63;41.55
4;150;"08/25/2015";20.834;12.38;10.05;3.46;55.8
4;50;"08/25/2015";21.145;12.34;10.06;3.24;49.13
4;100;"08/25/2015";21.048;12.47;10.06;3.42;56.82
5;150;"08/25/2015";20.909;10.7;9.47;2.58;42.63
5;50;"08/25/2015";21.313;11.07;9.52;2.57;40.89
5;100;"08/25/2015";21.223;11.01;9.51;2.55;48.44
6;150;"08/25/2015";20.855;15.29;10.42;4.48;92.87
6;50;"08/25/2015";21.124;14.99;10.43;3.88;72.68
6;100;"08/25/2015";21.045;15.52;10.44;3.83;80.15
7;150;"08/25/2015";20.886;12.98;10.08;3.51;63.01
7;50;"08/25/2015";21.129;13.27;10.13;3.16;59.25
7;100;"08/25/2015";21.12;13.49;10.11;3.13;65.6
8;150;"08/25/2015";21.133;14.59;10.2;2.53;45.33
8;50;"08/25/2015";21.436;14.54;10.22;2.25;47.25
8;100;"08/25/2015";21.366;14.75;10.22;2.29;50.11
9;150;"08/25/2015";20.939;13.34;10.23;3.69;69.59
9;50;"08/25/2015";21.152;13.41;10.22;3.59;64.38
9;100;"08/25/2015";21.054;13.41;10.24;3.67;65
10;150;"08/31/2015";21.894;14.79;10.51;3.55;68.94
10;50;"08/31/2015";22.686;13.26;10.34;1.87;10.32
10;100;"08/31/2015";22.444;14.22;10.4;2.3;31
11;150;"08/31/2015";21.8;14.73;10.32;3.01;66.5
11;50;"08/31/2015";22.64;12.52;10.06;2.05;31.63
11;100;"08/31/2015";22.02;14.08;10.31;2.68;50.71
12;150;"08/31/2015";21.919;13.45;10.24;3.29;47.76
